title,url,Location,Price,Area,NumberBed,NumberToilet,Image,MatTien,DuongVao,SoTang,Description,Investor,timePost,Phone
" BÁN BIỆT THỰ SONG LẬP, LIỀN KỀ, SHOPHOUSE VINHOMES GREEN BAY MỄ TRÌ GIÁ TỪ 20,5 TỶ 0941729666",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hoang-lan-phuong-me-tri-prj-vinhomes-green-bay-me-tri/chinh-chu-ban-vinhos-dt-150m2-gia-tot-nhat-lh-0941729666-pr21657058,"
        Dự án Vinhomes Green Bay Mễ Trì, Đường Hoàng Lan, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",31.5 tỷ,150 m²,4 PN,5 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2019/07/13/Y6asP2L1/20190713120430-c66d.jpg,15 (m),25 (m),3 (tầng),"
                A. Vinhomes Green Bay Mễ Trì:1. Biệt thự song lập:- Biệt thự song lập 150m2 thô, hướng Tây Tứ Mệnh, xây 3 nổi + hầm, mặt tiền 7,5m, giá 31 tỷ.- Biệt thự song lập 164m2 đường chính Thạch Thảo, Mộc Lan, mặt tiền 9.9, tổng dt xây dựng 319m2, giá bán 40 tỷ.2. Liền kề thô hướng Đông Nam, DT 93m2, mặt tiền 5.5m, xây 3 tầng nổi, 1 hầm, thô bên trong, hoàn thiện bên ngoài, giá 20.5 tỷ, nhà đã có sổ.3. Liền kề thô hướng ĐN, DT gần 100m2, có thể vừa ở vừa làm văn phòng, DT sàn 78m2, mặt tiền 8m, xây 3 nổi, 1 hầm, 1 tum, giá 23 tỷ.4. Shophouse 145m2, nhà đã hoàn thiện, có thang máy, mặt tiền 7.26m, nằm ở vị trí đông dân cư, kinh doanh hoặc làm văn phòng đều đẹp, mặt sàn siêu rộng, xây 4 nổi, 1 hầm, giá 35 tỷ.5. Shophouse mặt đường Lương Thế Vinh, căn góc, 3 mặt thoáng, nhà thô, mặt tiền 8,5m, vừa ở vừa cho thuê hoặc kinh doanh bên dưới, giá 3X tỷ.6.1 Đơn lập mặt hồ đường Hoàng Lan, diện tích 306m2, bàn giao thô và hoàn thiện hướng Tây Tứ Mệnh, diện tích tầng 1 là 132m2, xây 3 nổi, 1 hầm, giá 9X tỷ.6.2 Đơn lập mặt hồ Hoàng Lan, căn góc, diện tích 450m2, giá gốc cđt, chiết khấu 5%, giá còn 13X tỷ, căn này diện tích siêu rộng, hai mặt tiền hướng đông bắc, tây bắc, là một trong những căn vip nhất dự án Vinhomes Green bay.7. Đơn lập góc 247m2, nhà đã hoàn thiện, mỗi sàn xây dựng 110m2, hướng tây tứ mệnh, mặt tiền hơn 10m, thoải mái thiết kế phòng theo ý mình, giá 7X tỷ.8. Liền kề góc DT 164m2, hướng Tây Tứ Mệnh, nhà đã hoàn thiện đẹp, giá 4x tỷ full đồ.9. Liền kề góc diện tích gần 140m2, hoàn thiện full đồ, giá 35 tỷ, hướng Đông Tứ Mệnh.10. Hai căn liền kề to, góc kèm cạnh góc có thể đập thông, giá 62 tỷ thích hợp cho gia đình nào có nhu cầu ở rộng.Liên hệ: Kim Tuyến(0941729666) để có được giá tốt nhất và làm trực tiếp với chủ nhà dự án Vinhomes Green bay Mễ Trì và Vinhomes Green Villas.B. Dự án Vinhomes Green Villas:- Căn đơn lập góc mặt hồ, trục đường chính 25m, dt 350m2, mặt tiền 15m, diện tích xây dựng 110m2/ sàn, xây 3 tầng 1 tum + diện tích phụ trợ, hướng tây nam, sân vườn siêu rộng, có thể xây dựng bể bơi ngoài trời và vườn cây kiểng kiểu Nhật, giá 48 tỷ.- Căn góc biệt thự đơn lập diện tích 257m2, hướng Tây Nam, Đông Nam, tổng diện tích xây dựng 249,8m2, xây 3 tầng 1 tum: T1: 76,2m2, T2: 79,1m2, T3: 73,3m2, tầng tum: 21,2m2, chiều rộng mặt tiền nhà 8.9m, diện tích phụ trợ: 16,7m2, mặt tiền đất siêu rộng 13.5m, giá CN 32.5 tỷ thu nét về.- Căn đơn lập góc Đông Nam siêu đẹp: Diện tích 280m2, hướng Tây Bắc, Đông Nam, view vườn hoa, mặt tiền 18m, tổng DTXD 271,2m2, diện tích XD tầng: 1: 84.5m2, tầng 2: 85,3m2, tầng 3: 78,3m2, tầng tum: 23.1m2, chiều rộng mặt tiền nhà: 11.7m2, S phụ trợ: 8.6m2, mặt tiền đất 18m, giá tiền 4X tỷ.- Căn biệt thự đơn lập 280m2, mặt tiền 18m, view đẹp, siêu thoáng, hướng Tây Tứ Mệnh, giá bán 3X tỷ.Liên hệ để làm việc với chủ nhà: 0941729666.
            ",Tập đoàn Vingroup,10/11/2020,0941729666
" CHỦ ĐẦU TƯ PHÂN PHỐI DỰ ÁN LIỀN KỀ LOUIS ĐẠI MỖ, NAM TỪ LIÊM. LH 0981.627.018-0918.185.628 MR DÂN",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-70-2-phuong-dai-mo-prj-louis-city/phan-phoi-doc-quyen-da-geleximco-a-b-c-d-va-bao-son-hotline-0918-185-628-0981-627-018-pr25176639,"
        Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội
    ",43 triệu/m²,200 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2019/04/27/gfxoDDnS/20190427114208-286d.jpg,6 (m),20 (m),5 (tầng),"
                Chủ đầu tư tập đoàn Lã Vọng dự án Louis City kính chào quý khách!Xin giới thiệu: Khu đô thị Louis City kiến trúc Pháp - Đại Mỗ, Quận Nam Từ Liêm, Hà Nội.Giá gốc nội bộ trực tiếp từ chủ đầu tư: 37 triệu/m2 cùng với đường nội bộ 12m. 45 triệu/m2 đường 27m, giá 50 - 55 triệu/m2 đường 17m, 46 triệu/m2 với shophouse đường 21m, đường 40m mặt Lê Quang Đạo giá 81 triệu/m2, diện tích tùy chọn. Liền kề: 96m2, shophouse, 100m2, 120m2, 150m2, biệt thự: 200m2, 240m2...* Tiện ích:- Hệ thống trường liên cấp tiêu chuẩn EU: Trường mầm non năng khiếu Louis, cấp I (tiểu học cơ sở), cấp II (trung học cơ sở). Cách 200m là hệ thống trường cấp 2 và cấp 3 Quốc tế Nhật Bản ở Simco Sông Đà - mật độ cây xanh cao chiếm 30% quỹ đất - An ninh được kiểm soát 24h.* Cơ hội đầu tư:1. Hiện tại giá đất chỉ bằng giá đất trong ngõ 5m ở khu dân cư Ngọc Trục liền kề Louis City. Với mức giá này nếu quý khách đã trực tiếp xem qua thì chắc chắn không thể bỏ lỡ cơ hội đầu tư. Mức giá này chỉ tồn tại trong khoảng 30 ngày nữa (chỉ áp dụng cho nhà đầu tư thứ cấp và giới thiệu làm quà tặng cho những khách hàng thực sự hiểu giá trị của dự án), khi mở bán chính thức sẽ có thay đổi.2. Trục đường Lê Quang Đạo nối vào trụ sở Bộ Ngoại giao đang trong giai đoạn thực hiện đầu tư từ quý I năm 2018 - quý II năm 2019 và sẽ được đưa vào khai thác bàn giao vào quý III năm 2019 với tổng mức đầu tư 988 tỷ. Trong đó chi phí xây dựng 530 tỷ, chi phí Giải Phóng mặt bằng 247 tỷ, dự phòng phí 110 tỷ. Đường 70 đang trong giai đoạn gấp rút thông vào trục Lê Văn Lương, mặt cắt ngang của hai tuyến đường trên là 40m hai làn.3. Siêu thị Aeon Mall đang giai đoạn làm cơ sở hạ tầng. Bệnh viện Quốc tế Nhật Bản Dương Nội (đã đi vào hoạt động).4. Khu đô thị được thiết kế theo phong cách kiến trúc Pháp mang hướng cổ điển nổi tiếng không bao giờ lỗi mốt.Thông tin: Với 4 mặt tiếp giáp các trục đường chính. Đường 70 nối với Lê Văn Lương. Xung quanh là các khu đô thị hiện đại Nam Cường, Vincom, Blenheim, FLC và các khu đô thị hiện đại khác phía Tây thủ đô.Chủ đầu tư: Tập đoàn Lã Vọng dự án Louis City.+ Tổng quy mô dự án: 32,5 ha.+ Trong đó có 570 căn liền kề và shophouse, 28 căn biệt thự, 3 tòa chung cư cao 38 tầng, 3 cấp học, siêu thị, bến đỗ xe nổi, ngầm, 8 công viên cây xanh. Ngay cạnh là hồ nước 20ha Dương Nội, cạnh là khu đô thị FLC, Dương Nội.+ Mật độ xây dựng: 35%.+ Dân số dự kiến: 7.300 người.+ Shophouse và liền kề, biệt thự: Diện tích liền kề, shophouse, mặt đường 70, tùy chọn: 90m2 - 96m2 - 108m2 - 120m2, 150m2.+ Biệt thự: Diện tích: 200m2, 240m2. Tiến độ bàn giao nhà cam kết: Quý tháng 8/2018. Quý khách quan tâm xin vui lòng liên hệ Mr. Dân (trưởng Phòng kinh doanh của dự án 24/7) - hotline 0981.627.018 - 0918.185.628.Cảm ơn quý khách đã quan tâm!(Lưu ý: Các ngân hàng hỗ trợ cho vay 80% giá trị hợp đồng: MB Bank, TP Bank, BIDV).
            ",Tập đoàn Lã Vọng,10/11/2020,0981627018
" GĐ BÁN LÔ BT 200M2 MẶT SÀN, BLOCK 4 KHU 10 BS5C (SỐ CŨ 4 - BS5) THE MANOR CENTRAL PARK, CẠNH BỂ BƠI",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dai-kim-prj-the-manor-central-park/ban-200m2-mat-san-block-4-khu-10-bs5c-park-pr27055601,"
        Dự án The Manor Central Park, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",31.5 tỷ,200 m²,4 PN,6 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/11/10/20201110144757-f84c_wm.jpg,,,4 (tầng),"
                Gia đình tôi bán căn biệt thự block 4 khu 10 - BS5C (số cũ 4 - BS5). Diện tích đất 200m2, DTXD 460,19m2.Hướng nhà: Đông Bắc, mặt sau: Tây Nam.Mặt trước là đường, mặt sau là hồ bơi lớn.Thiết kế xây dựng 4 tầng: 4 PN + 1 phòng sinh hoạt chung, 6 vệ sinh, 1 phòng làm việc, phòng thờ, phòng phụ trợ, bếp, gara để ô tô.Giá tôi bán: 31.5tỷ.Căn biệt thự được bàn giao hoàn thiện với nội thất cao cấp nhập khẩu: Sàn gỗ, thiết bị vệ sinh, tủ quần áo, tủ bếp, kệ bếp, điều hòa, thiết bị chiếu sáng, thang máy.Liên hệ: Anh Đạt: 0988 666 012.
            ",Tập đoàn Bitexco,10/11/2020,0988666012
" BÁN LÔ GÓC BIỆT THỰ DƯƠNG NỘI - NAM CƯỜNG - SUẤT NGOẠI GIAO, GIÁ 12,5 TỶ - 0989325858",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-la-khe-prj-an-vuong-villas/ban-lo-goc-duong-noi-nam-cuong-suat-ngoai-giao-gia-12-5-ty-0989325858-pr27726766,"
        Dự án An Vượng Villas, Phường La Khê, Hà Đông, Hà Nội
    ",12.5 tỷ,220 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/09/20201109175639-756f_wm.jpg,,,,"
                Cần bán suất ngoại giao, vị trí lô góc An Vượng Villas - Khu ĐT Dương Nội Nam Cường. Diện tích 220m2, hướng Đông Nam, Đông Bắc. Gần công viên Hồ điều hòa Thiên Văn Học, kế bên đại siêu thị Nhật Bản Aeon Mall. Tiện kinh doanh. Đường 27m, đã xây thô hoàn thiện mặt ngoài. Giá gốc 12,5 tỷ.Vui lòng liên hệ: Mạnh Tưởng 0989.325.858.
            ",Công ty CP Tập đoàn Nam Cường Hà Nội,09/11/2020,0989325858
 RA HÀNG KHU A BIỆT THỰ AN VƯỢNG - THÔNG TIN MỚI NHẤT BIỆT THỰ DƯƠNG NỘI - NAM CƯỜNG,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-la-khe-prj-an-vuong-villas/ra-hg-khu-a-thong-tin-moi-nhat-duong-noi-nam-cuong-pr27725773,"
        Dự án An Vượng Villas, Phường La Khê, Hà Đông, Hà Nội
    ",10.7 tỷ,162 m²,4 PN,3 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/11/09/20201109163739-ba9a_wm.jpg,9 (m),11.50 (m),4 (tầng),"
                Báo giá bảng hàng block A Khu An Vượng.Sự kiện mở bán lớn bốc mec cho khách đặt mua giai đoạn mới.Hotline 24/7: 09777.44.094.Địa điểm: PKD Dự án biệt thự Dương Nội, anphatland, d01 - 02 shop An Phú Villa.Tổng hợp quỹ giá tốt.- 1 lô biệt thự giá 10,7 tỷ/162 m2 khu An Phú.- 1 lô biệt thự giá 13,2 tỷ/180m2 khu B An Vượng.- 1 lô biệt thự giá 13,4 tỷ/162 m2 khu C An Vượng.- 1 lô biệt thự giá 16,2 tỷ/225 m2 khu D An Vượng.- 1 lô biệt thự giá 15,5 tỷ/205m2 khu M An Khang.Tổng quan dự án.Biệt thự An Vượng và An Phú Shop Villa.Nằm trong lòng khu đô thị mới Nam Cường, Hà Đông, Hà Nội. Cửa ngõ chiến lược thuộc trục đô thị phía Bắc Hà Đông với hệ thống giao thông thuận tiện.- Biệt thự An Vượng, An Phú Shop Villa xứng đáng là sản phẩm đáng được quan tâm nhất năm 2020 cả về đầu tư và để ở.Tên thương mại: Khu đô thị mới Dương Nội.Vị trí: Khu đô thị Nam Cường, Hà Đông, Hà Nội.Chủ đầu tư: Tập Đoàn Nam cường.Tổng diện tích: 197.3 ha.Loại hình phát triển: Biệt thự shophouse chung cư văn phòng.Hình thức sở hữu: Sổ đỏ lâu dài.Ngân hàng hỗ trợ vay vốn: Mb bank, tb bank, vietcombank.Phục vụ quý khách xem nhà tất cả các ngày trong tuần.Hotline 24/7: 09777.44.094.Chuyên phân phối nhà chung cư và liền kề biệt thự khu đô thị Dương Nội - Nam Cường - Hà Đông.Nhận gửi bán và cho thuê nhà tại khu đô thị dương nội làm việc trực tiếp chính chủ.
            ",Công ty CP Tập đoàn Nam Cường Hà Nội,09/11/2020,0977744094
" BÁN SHOPHOUSE, LIỀN KỀ, BIỆT THỰ, NHÀ PHỐ VINHOMES GARDENIA MỸ ĐÌNH. LIÊN HỆ: 0983786378",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-thi-tran-cau-dien-prj-vinhomes-gardenia/ban-can-ho-chung-cu-sky-villa-penthouse-skylake-me-tri-pham-hung-he-0983786378-pr26879433,"
        Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội
    ",18.5 tỷ,93 m²,6 PN,2 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/09/14/rWRVCL7Y/20200914092412-c248_wm.jpg,6 (m),,5 (tầng),"
                Chủ nhà cần bán gấp căn shophouse Vinhomes Gardenia Mỹ Đình, nhà phố, biệt thự Vinhomes Gardenia, Nam Từ Liêm.Hotline Do Villas: 098.378.6378 chuyên shophouse Vinhomes Gardenia, biệt thự Vinhomes Gardenia, liền kề, Hàm Nghi, Mỹ Đình, Nhà phố Nam Từ Liêm:* Hàng Hot cần bán nhanh: Shophouse 93m2, mặt tiền 6m, Hoàn thiện nội thấtBán nhanh trong tuần giá 17.5 tỷ.Quỹ căn chuyển nhượng Vinhomes Gardenia:I. Shophouse Vinhomes Gardenia mặt đường Hàm Nghi, Mỹ Đình, Nam Từ Liêm.1. Shophouse.Diện tích 93m2.Bán 28.5 tỷ.2. Diện tích 126m2.Hoàn thiện.Mặt tiền 6m, 5 tầng.Bán 32 tỷ.3. Shophouse thô căn góc 93m2.Bán 24 tỷ.II. Shophouse Vinhomes Gardenia khu vườn hoa đi bộ.1 Shophouse 93m2 hoàn thiện nội thất có thang máy.Giá từ 18.5 tỷ.2. Shophouse 93 m2, thô.17 tỷ.3. Shophouse căn góc thô.Diện tích 88m2.Bán 21.5 tỷ.4. Shophouse 120m2.Mặt tiền 6m.Hoàn thiện.Bán 23 tỷ.5. Shophouse 217m2.Hoàn thiện.Đang cho thuê 120 triệu.Bán 35 tỷ.III. Liền kề Vinhomes Gardenia:1. Căn liền kề thô 152m2 giá tốt nhất dự án:Nhà xây 5 tầng.Phía trước có sân vườn. Gara ô tô.Mặt tiền 8m, đường trước cửa lớn.Bán 28 tỷ.2. Liền kề 210m2.Bán 37 tỷ.3. Liền kề 154m2.Hoàn thiện đầy đủ nội thất cao cấp.Bán 30 - 35 tỷ.4. Liền kề 152m2. Hoàn thiệnBán 28 tỷ.IV. Biệt thự:1. Biệt thự thô duy nhất có nhu cầu chuyển đổi:Diện tích 295m2.3.5 tầng.Bán 41 tỷ.2. Biệt thự 280m2Hoàn thiện nội thấtBán 58 tỷ.Quý khách hàng quan tâm xin liên hệ hotline Do Villas: 098.378.6.378 để được miễn phí tư vấn, xem nhà, hỗ trợ chọn căn hợp phong thủy, thủ tục nhanh gọn, nhiệt tình, chuyên nghiệp.Do Villas cam kết:- Nguồn hàng chuyển nhượng nhiều nhất thị trường, giúp khách hàng có thêm nhiều lựa chọn và so sánh.- Miễn phí tư vấn và đi xem nhà trực tiếp các căn hộ để khách hàng so sánh và lựa chọn thật ưng ý.- Không sợ bị mua chênh vì khách hàng được gặp trực tiếp chủ nhà - đàm phán giá và ký hợp đồng đặt cọc, mua bán trực tiếp.- Cam kết đồng hành cùng khách hàng hỗ trợ miễn phí thủ tục pháp lý, sang tên sổ đỏ cho khách hàng.- Luôn tận tâm - chuyên nghiệp - uy tín.Do Villas nhận ký gửi mua bán cho thuê: Nhà phố, biệt thự - liền kề - chung cư cao cấp các dự án.Trân trọng cám ơn!
            ",Tập đoàn Vingroup,09/11/2020,0983786378
" CHÍNH CHỦ CẦN BÁN NHANH NHÀ 6 TẦNG SIÊU ĐẸP TẠI BỒ ĐỀ, LONG BIÊN, HÀ NỘI",https://batdongsan.com.vn/ban-nha-rieng-duong-bo-de-phuong-bo-de/ban-ngo-12-pho-canh-cau-chuong-sdcc-50m2-o-to-vao-co-thang-may-pr27719209,"
        Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội
    ",6.5 tỷ,50 m²,10 PN,3 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/11/09/20201109151419-e2b4.jpg,3.80 (m),3 (m),,"
                Vì có việc chuyển công tác tôi cần bán gấp nhà tại  số nhà 35E, ngõ 12 phố Bồ Đề  cạnh cầu Chương Dương -Nhà mới tự xây, 5tầng 1tum có thang máy và gara ô tô xe 4 chỗ vào nhà ,thang máy chạy lên tầng5, thang bộ lên tầng6.- diện tích : 50m2 , (mặt trước và sau đều3.8m, sâu13.2m) diện tích sử dụng 300m2 sàn(50m2 x6tầng). -Ngõ rộng 3m ôtô 4 chỗ  tận nhà Bao gồm :- 5 phòng ngủ,phòng rộng rãi , thoáng mát rất phù hợp cho gia đình đông người ở.- 1 gara, 3phòng WC(rộng có cả cabin tắm kính), 2 phòng bếp(1 bếp chính đẹp long lanh và 1bếp phụ ăn nhậu thoáng mát trên tầng5) ,1 phòng khách ,1phòng thờ, 1sân phơi và 1 sân thượng (có mái kính).-Tiện ích :  gần các trung tâm thương mại,  Sang phố cổ và Hồ Gươm chỉ 2km , anh ninh tốt , hàng xóm thân thiện -Nhà thoáng, mặt tiền đẹp, hướng Đông Bắc thuộc Tây Tứ Trạch, nhà tự xây để ở nên đầu tư toàn đồ cao cấp. Sàn gỗ phòng ngủ, tủ bếp Acrylic An Cường, cửa phòng thì thép gỗ chống cháy,cửa sổ nhôm kính XingFa, WCcabin tắm kính và trần nhôm sáng rực,cầu thang bộ và thang máy kính VIP... Giá bán: Chỉ 6.5tỷ  hỗ trợ vay ngân hàng tới 70% giá trị nhà. Liên hệ chính chủ: 0919761218  Mr Kiểm, xem nhà miễn phí 20/24 giờ!  trân trọng !!!
",,09/11/2020,0919761218
 BÁN NHÀ 3 TẦNG MỚI XÂY 1 TỶ 450 TRIỆU-Ô TÔ ĐỖ CỬA-GẦN ĐẠI HỌC CÔNG NGHIỆP HOT NHẤT QUẬN BẮC TỪ LIÊM,https://batdongsan.com.vn/ban-nha-rieng-phuong-thuong-cat/ban-dat-so-do-30m-gia-790tr-va-3-tang-1-ty-450tr-o-to-do-cua-hot-t-quan-bac-tu-liem-pr25640124,"
        Phường Thượng Cát, Bắc Từ Liêm, Hà Nội
    ",1.45 tỷ,35 m²,3 PN,2 (phòng),https://file4.batdongsan.com.vn/resize/745x510/2020/07/17/20200717105725-a464_wm.jpg,4.50 (m),4 (m),3 (tầng),"
                Tôi cần bán nhà tại Quận Bắc từ Liêm.Khu vực gần Cầu Diễn, cách Cầu Diễn 5Km gần Nhổn.Nhà đã có sổ đỏ.Cạnh dự án của Vinhomes Wonder Park 153 Ha cực đẹp, thành phố mới ngay gần nhà tôi bán.* Nhà 3 tầng xây mới cần bán giá 1,45 tỷ bao sang tên có nội thất cơ bản, nhà chưa ở, xây 35m2 đất.Mặt tiền nhà 4,5m.Nhà đỗ ô tô trước cửa nhà như xe taxi đỗ trên hình ảnh tôi gửi kèm theo.Cách nhà 40m có bãi gửi xe và sân chơi của khu dân cư cực kỳ rộng như hình ảnh.Khu dân cư yên bình văn minh, đông đúc và đẹp..Chung quanh đã quy hoạch làm đường xong hết cho khu quy hoạch dân cư mới sầm uất.Nội thất như ảnh kèm theo:* Cầu thang gỗ Lim.* Cửa thông phòng gỗ Chò. Tủ bếp gỗ tự nhiên.* Cửa nhôm hệ Việt Pháp, cửa chính inox sang trọng chắc chắn.* Thiết bị vệ sinh Inax, trần thạch cao.* Sơn Jotun, bồn nước Sơn Hà.* Dây điện Trần Phú, ống nhựa Tiền Phong.* Đá ốp cầu thang hoa cương tự nhiên.Liên hệ 0984614487.
            ",,09/11/2020,0984614487
" QŨY HÀNG NGOẠI GIAO LK BT VIP NHẤT GIÁ TỐT NHẤT - LOUIS HOÀNG MAI CK 5%, TẶNG 2 CÂY VÀNG",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-thinh-liet-prj-louis-city-hoang-mai/quy-hang-ngoai-giao-lk-bt-vip-nhat-gia-tot-nhat-ck-5-tang-2-cay-vang-pr27694180,"
        Dự án Louis City Hoàng Mai, Phường Thịnh Liệt, Hoàng Mai, Hà Nội
    ",80 triệu/m²,100 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/06/20201106153426-0fa1_wm.jpg,5 (m),12 (m),5 (tầng),"
                Dự án Louis City Hoàng Mai được đưa ra thị trường với mức giá cực kỳ cạnh tranh so với các dự án trong khu vực trung tâm Hà Nội, chỉ từ 80tr/m2.Quỹ hàng độc quyền biệt thự, liền kề dự án Louis City Hoàng Mai - Trực tiếp từ CĐT.* Quỹ hàng liền kề shophouse: Đường khu Louis II, quà tặng 1.5 cây vàng (block gần trục đường Tân Mai nhất).Chỉ còn 3 lô đẹp nhất, giá tốt nhất, thuận tiện cho khách hàng vừa mua đầu tư để ở vừa giao thương, vị trí đắc địa giao thoa giữa con đường Louis II và đường Louis VII. Gọi cho em để biết chi tiết giá và tiến độ đóng tiền: 091.1217.888.* Thông số: S=100m2, 5m mặt tiền, đường trước nhà 12m.* Thiết kế: Xây 5 tầng (Tầng 1 thiết kế shophouse kinh doanh).* Quỹ hàng biệt thự: Đường khu Louis VI, VII. CK từ 2 - 5% kèm quà tặng 2 cây vàng.* Thông số: S=266m2 - 332m2, 11m - 18m mặt tiền, đường trước nhà 12m.* Thiết kế: Xây 4 tầng 1 hầm.Duy nhất trên hệ thống em còn 1 lô biệt thự giá cực hấp dẫn, chỉ 79,8tr/m2 dành riêng cho anh chị nào liên hệ với em: 091.1217.888 sớm nhất.Tổng quan dự án:* Tên thương mại: Khu đô thị Louis City Hoàng Mai.* Vi trí: Đường Tân Mai, Hoàng Mai, Hà Nội.* Chủ đầu tư: Công ty Cổ phần Đầu tư phát triển đô thị Hoàng Mai.* Tổng diện tích đất: Hơn 28,2ha.* Diện tích cây xanh: ~2,4ha.* Quy mô: Gồm 854 căn liền kề, shophouse và biệt thự.* Tiện ích: TTTM, trường mầm non, trường học liên cấp quốc tế 1 - 2 - 3, bể bơi 4 mùa, bãi đỗ xe thông minh, cạnh công viên Yên Sở và hồ điều hòa Yên Sở và cạnh hồ Đền Lừ cực thoáng mát.* Hình thức sở hữu: Sổ đỏ lâu dài.* Dự kiến bàn giao: Từ tháng 6/2021.Một dự án pháp lý đầy đủ, quy mô lớn tiềm năng sinh lời cực cao.Liên hệ để được tư vấn và tham quan dự án: 091 1217 888 hoặc 090 201 3388.
            ",Tập đoàn Lã Vọng,09/11/2020,0902013388
" BÁN NHÀ 5 TẦNG CĂN GÓC 2 MẶT TIỀN PHỐ NGUYỄN CÔNG TRỨ - HÀ ĐÔNG (KINH DOANH ĐỂ Ô TÔ), LH 0904778104",https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-cong-tru-phuong-van-quan/ban-5-tang-can-goc-2-mat-tien-pho-ha-dong-kinh-doanh-de-o-to-lh-0904778104-pr27714829,"
        Đường Nguyễn Công Trứ, Phường Văn Quán, Hà Đông, Hà Nội
    ",6.6 tỷ,45 m²,4 PN,,https://file4.batdongsan.com.vn/resize/745x510/2020/11/09/20201109071137-8a5a_wm.jpg,4 (m),7 (m),5 (tầng),"
                * Bán nhà căn góc, hai mặt tiền, nhà 5 tầng, mặt phố Nguyễn Công Trứ - Hà Đông, kinh doanh cực tốt. Giá bán: 6.6 tỷ. (Đây là ảnh thật 100%).- Mặt tiền: 4m.- Hướng: Tây Nam và Đông - Nam.* Nhà xây thiết kế hiện đại 5 tầng gồm:- Tầng 1: Kinh doanh hoặc để ô tô.- Tầng 2: Phòng khách + bếp.- Tầng 3: 2 phòng ngủ + WC.- Tầng 4: 2 phòng ngủ + WC.- Tầng 5: Phòng thờ + chỗ để máy giặt + sân phơi.* Vị trí: Nằm ở mặt đường Nguyễn Công Trứ, cạnh trường cấp 1 Văn Yên, kinh doanh cực tốt, đường trước nhà 7m, có vỉa hè, 2 ô tô tránh nhau xung quanh là cửa hàng, tạp hóa, hàng quán bán đồ ăn, cafe, spa. Khu vực đông đúc dân cư, buôn bán, đầy đủ tiện nghi, dân trí cao, an ninh tốt.* Nội thất: Cầu thang mặt bậc và cửa thông phòng là gỗ Lim, bếp từ, hút mùi, quạt trần, điều hòa nóng lạnh, giường tủ,.. Nhà đã lắp đặt hệ thống camera an ninh.* Sổ đỏ chính chủ + bản vẽ thiết kế + giấy phép xây dựng đầy đủ. Giá bán: 6.6 tỷ (có thương lượng và bao sang tên sổ đỏ).- Liên hệ: Hải Nam: 0904778104.- Không tiếp trung gian - báo mạng. - Lưu ý: Tất cả đều là ảnh thật 100% căn nhà của tôi. Tôi muốn gặp người mua trực tiếp nhé - xin cám ơn!
            ",,09/11/2020,0904778104
 CHỈ VỚI 10 TỶ SỞ HỮU BIỆT THỰ AN VƯỢNG VILLA - TẬP ĐOÀN NAM CƯỜNG 0989.325.858,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-la-khe-prj-an-vuong-villas/chi-voi-10-ty-so-huu-villa-tap-do-nam-cuong-0989-325-858-pr24440295,"
        Dự án An Vượng Villas, Phường La Khê, Hà Đông, Hà Nội
    ",10 tỷ,180 m²,0,,https://file4.batdongsan.com.vn/resize/745x510/2020/02/19/20200219102121-1ffb_wm.jpg,9 (m),,3 (tầng),"
                Cần bán căn biệt thự An Vượng Villa - Khu ĐT Dương Nội Tập đoàn Nam Cường, diện tích 180m2, mặt tiền 9m, xây dựng 3 tầng + 1 tum. Đang xây thô hoàn thiện mặt ngoài, view công viên hồ điều hòa rộng 12 hecta, kế bên đại siêu thị Aeon Mall Hà Đông, với hạ tầng đồng bộ, công viên cây xanh, hệ thống trường học cao cấp.. Trường quốc tế Nhật Bản... Giá bán 10 tỷ.Liên hệ: Mr Tưởng 0989.325.858 
            ",Công ty CP Tập đoàn Nam Cường Hà Nội,08/11/2020,0989325858
